caption_idx,image_idx,caption
2149,429,Man inspects pieces of fabric.
2150,430,A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat.
2151,430,A man in a black martial arts suit unsheathes a sword on a training mat in a field.
2152,430,A guy with a sword and traditional fighting gear is getting ready for a fight.
2153,430,"A man in black wields a sword in front of rolling, green hills."
2154,430,One man dressed in black doing karate in a green field.
2155,431,"A band performs on a modest-sized stage for an attentive crowd, with the band showing two guitarists, a keyboardist, and a percussionist."
2156,431,A band performing a concert in front of a moderately large crowd
2157,431,A musical group performing before a large audience.
2158,431,An audience watches as a band performs.
2159,431,Musician performs at local venue.
2160,432,A middle eastern looking dude is stuck in a glass cage filled with pretzels.
2161,432,A man holding a piece of bread or pretzel in a food case window.
2162,432,A man wearing a white work coat is arranging soft pretzels.
2163,432,A street vendor is gathering bread and pretzels to sell.
2164,432,A man stacks ring-shaped bread in a display case.
2165,433,A boy licks an older male's face that's covered in a blue and yellow creamy substance.
2166,433,A child in a yellow shirt is licking brightly colored food off of a man's cheek.
2167,433,A young boy is licking blue and yellow frosting off a young man's face.
2168,433,Someone licks the face of a man with blue and yellow paint on his face.
2169,433,A young boy is licking colored frosting off a young man's face.
2170,434,Adults in the kitchen of someone's house eating and looking at something in front of them.
2171,434,"People having some lunch after a church service in san antonio, texas united states"
2172,434,A group of young people stand and eat off of paper plates.
2173,434,Several people are standing in a room eating.
2174,434,A room of people eating food.
2175,435,Lady in jacket peruse fresh fish while a lady and a man wait behind her.
2176,435,A little girl in a purple coat stares at the fish at the market.
2177,435,A young girl examines the fish selection at the grocery store.
2178,435,A child in a shopping cart is looking down at a fish counter.
2179,435,A little black girl is in a grocery carriage looking at fish.
2180,436,A man on inline skates does a trick on a cracked concrete ramp.
2181,436,The man does a trick on his skateboard on a concrete ramp.
2182,436,A man on the edge of a wall about to fall off.
2183,436,A man with Rollerblades grinding a curb.
2184,436,A man jumping onto a platform.
2185,437,Children play in grass at a crowded outdoor festival.
2186,437,A smaller art festival on the edge of a forest
2187,437,A crowd is gathering on a grassy plain.
2188,437,People mingling at colorful fair.
2189,437,A crowd at an outdoor event.
2190,438,A father sitting on a couch while holding his baby daughter and his other daughter is smiling at the camera.
2191,438,A man in a tan coat holding an infant and a young girl sitting on a brown couch.
2192,438,A man in a coat holds an infant while an older child smiles at the camera.
2193,438,A man holds a baby in a house while a blond child looks at the camera.
2194,438,A gray-haired man holds a small child while sitting on a brown couch.
2195,439,Firefighters converse with a man at the scene of an emergency.
2196,439,Firefighters wear reflective uniforms and stare upwards.
2197,439,Several firefighters are responding to an alarm.
2198,439,Reflections from the firemen's uniforms.
2199,439,Firefighters are responding to an event.
2200,440,A man in a white helmet and green shirt grinds on his rollerblades.
2201,440,A guy in green is rollerskating on a narrow strip.
2202,440,A man in a green shirt is skating on a railing.
2203,440,A man rollerblading on a metal bar.
2204,440,Rollerblades sliding on a railing.
2205,441,An Asian woman cleans off the window inside of a cafe.
2206,441,A worker is cleaning a food display in a restaurant.
2207,441,A woman cleans the glass of a deli display cabinet.
2208,441,A woman cleaning a sneeze screen at a restaurant.
2209,441,Woman cleaning the glass at a salad bar.
2210,442,A falcon pursues a small rodent as it flees through the grass.
2211,442,A hawk diving to catch a small animal.
2212,442,The hawk swoops down upon its prey.
2213,442,Falcon closing in on rodent.
2214,442,A bird dives for some food.
2215,443,Many people standing around a silver car with the hood raised while a young girl in a yellow shirt and blue jeans drinks from a bottle.
2216,443,"This mother and her daughter and granddaughter are having car trouble, and the poor little girl looks hot out in the heat."
2217,443,"A family including two women, a man, and a child standing around the open hood of a car, examining the inside."
2218,443,A little girl drinks water while the car is getting fixed.
2219,443,A family looking under the hood of a car.
2220,444,"A white dog, with a black collar, opens its mouth wide while in front of a white building."
2221,444,A white dog catching a milkbone in his mouth
2222,444,A white dog catching a treat in his mouth.
2223,444,A dog catching a biscuit in its mouth.
2224,444,A white dog is jumping for a treat
2225,445,A young boy wearing safety glasses uses a hammer to break up rocks while a man in plaid pants stands nearby leaning on a cane.
2226,445,A boy in a blue shirt hammers at the ground.
2227,445,A young boy on his knees with a hammer.
2228,445,Young boy hitting a rock with a hammer.
2229,445,A young kid breaking a rock with hammer
2230,446,"A band performs live for the ""Good Morning America"" Summer Concert Series in front of an audience."
2231,446,Good morning America hosts their summer concert series brought to you by Walgreens.
2232,446,People playing instruments on stage in front of blue banners.
2233,446,A lady holding a microphone standing on a stage.
2234,446,The band Sugarland is performing.
2235,447,Young man wearing blue jean shorts and a tank top balancing on his hand with his body in the air in the street while performing for bystanders.
2236,447,A man wearing a blue shirt and denim jeans is dancing in the middle of a city square while a crowd of onlookers watches.
2237,447,There is a man in the middle of a crowd breakdancing in what looks to be a central square.
2238,447,"The images aren't showing up, so I 'm going to assume the picture is lovely."
2239,447,Around old beautiful buildings a crowd surrounds a man breakdancing.
2240,448,A group of soccer players from different teams talk to the referee on a bright green soccer field.
2241,448,Soccer players are talking with each other while standing on a soccer field.
2242,448,A referee is talking with a couple of soccer players in red jerseys.
2243,448,A referee is speaking to some players on a field.
2244,448,Players are getting ready for a soccer game.
2245,449,A white man with glasses holds his hands up in mid-sentence.
2246,449,The conductor was very agitated during the performance.
2247,449,An elder man conducting an orchestra.
2248,449,A man is conducting an orchestra.
2249,449,Conductor leading his orchestra.
2250,450,A police officer looks through papers while a blond woman with sunglasses and a gold purse sits there watching him.
2251,450,A fat police officer and a fat lady sitting together while the police officer flips through paperwork.
2252,450,A lady sitting with a police officer while he completes a report.
2253,450,Police officer looking through paperwork as women looks on.
2254,450,A police officer booking a criminal.
2255,451,Three people are attempting feel the rush of free falling before they pull their parachutes.
2256,451,"Three people skydiving, one of them is sticking there tongue out making a silly face."
2257,451,3 people skydiving holding hands with the one in the middles mouth wide open
2258,451,"Three people skydiving, one is making a funny face."
2259,451,Three people holding on to each other skydiving.
2260,452,A group of people sit on a wall above a large bas-relief sculpture and reflecting pond.
2261,452,A group of people are sitting next to each other on the edge of a high wall.
2262,452,People sit and talk on the ledge of stone public building
2263,452,People sitting on a wall next to a statue.
2264,452,Several people are sitting on wall.
2265,453,Man in traditional costume holding small guitar with a silver bike behind him.
2266,453,A Spanish looking man is playing an instrument in the street for money.
2267,453,A man dressed as a mariachi player holds a small guitar and sings.
2268,453,A man is playing an instrument and singing.
2269,453,A latino man playing an instrument.
2270,454,People dancing and being watched by a man wearing a shirt that says security.
2271,454,A large group of young adults are crammed into an area for entertainment.
2272,454,A crowd of young people gathered at a small entertainment event.
2273,454,A group of young adults is crowded into a small indoor space.
2274,454,All these people are enjoying a basement dance party.
2275,455,"A short girl in a white skirt, black boots, and a gray-green jacket carrying a red bag on the sidewalk."
2276,455,A black-haired woman in a white skirt and black boots is carrying a red bag and walking down the street.
2277,455,"A woman with a short, white skirt, black boots and a red bag walks away."
2278,455,A woman in a skirt and boots with a red bag walking down the sidewalk.
2279,455,A woman dressed up walks down the sidewalk with her back turned.
2280,456,Images are missing images are missing images are missing images are missing images are missing images are missing
2281,456,A small child in a blue jacket is using his yellow pale to water a plant.
2282,456,A young boy in a blue shirt gingerly waters a plant.
2283,456,A young boy in a blue sweater is watering a plant.
2284,456,A small buy waters a plant with a watering can.
2285,457,A female singer croons into a microphone close to her mouth.
2286,457,Female sings into a mike while performing on stage.
2287,457,A long-haired woman is singing into a microphone.
2288,457,A woman with long hair and a paisley dress sings.
2289,457,A woman singing into a microphone.
2290,458,A man is running on a treadmill while wearing blue shorts and a white shirt.
2291,458,A man in a white shirt and basketball shorts is running on a treadmill.
2292,458,A bald man running on a treadmill in a white shirt and striped shorts.
2293,458,A man tries to get himself into shape on a treadmill.
2294,458,A man is running on a treadmill.
2295,459,"A girl wearing a red vest and a girl wearing a blue vest are practicing karate, as people look at them."
2296,459,A boy in a red vest and white karate outfit is sparring with a boy in a blue vest.
2297,459,"Two children participating in karate, one in red gear and the other in blue."
2298,459,Two girls practicing marital arts with all of their safety equipment on.
2299,459,"Two young girls, in sparing gear, fight."
2300,460,A group of men enjoying their selves on the closer-to-shore area of an ocean.
2301,460,People rock jumping into water while people fish in the background.
2302,460,A man takes a swan dive off a cliff while others look on.
2303,460,"People standing, fishing and diving into the water."
2304,460,A man in blue swim trunks diving off a large rock.
2305,461,A blue race car on a racetrack is marked with the number 90.
2306,461,"The number ninety, blue car, is sitting on the track."
2307,461,The number 90 blue race car is sitting on the track.
2308,461,A blue race car is parked on the road.
2309,461,A very fast looking blue race car.
2310,462,A woman in a white shirt and jeans is stretching out her arms while standing on her tip toes.
2311,462,A woman in a blue shirt stands like she just released something from her hand.
2312,462,A woman in a gray shirt is stretching in an outdoor park area.
2313,462,A young woman in jeans and white tee is standing on her toes.
2314,462,A young brunette woman reaches out for something.
2315,463,A woman in colorful print weaves on a loom while a seated man in a red shirt looks on.
2316,463,A man in a red shirt and a woman in a colorful shirt and sitting outside.
2317,463,A couple is sitting in front of a house and the woman is weaving.
2318,463,A woman is hand weaving cloth.
2319,463,A man watching a woman weave.
2320,464,"Man in black pants and vest balances between to pillars, holding two flaming torches in his right hand."
2321,464,A well-dressed man climbing between two columns while holding torches.
2322,464,A man in a suit is straddling two pillars while holding a flame.
2323,464,Juggler standing balanced between two columns
2324,464,Man scaling wall with fire in hand
2325,465,"Many member of a sports league, some in white and some in red stripes, walk about on a green grassy field."
2326,465,A group of soccer players gathered on a soccer field.
2327,465,Two soccer team on a soccer field with the referee.
2328,465,Two soccer teams walking on a soccer field.
2329,465,Two soccer teams yelling at one another.
2330,466,"A man talks on a cellphone, while standing in front of a Dale Earnhardt, Jr., display."
2331,466,The man is talking on his cellphone in front of a sports store.
2332,466,A man standing in front of Dale Jr. posters with red light
2333,466,A man is talking on a cellphone outside of a bar.
2334,466,Man on the phone in front of a neon sign
2335,467,A woman in a raincoat leans against an enclosure for a subway stairs in New York City
2336,467,A woman is stopped at a crosswalk waiting on the clear signal to start walking.
2337,467,A female is looking out onto a New York City street.
2338,467,She is overlooking the city in the evening.
2339,467,A lady looking across a busy street.
2340,468,An elderly woman walks down a path holding two white bags.
2341,468,A woman carrying plastic bags walks down a scenic path.
2342,468,There is a lady walking with bag possibly groceries
2343,468,Someone walking down a path in the woods.
2344,468,A woman walking home with her groceries.
2345,469,"A woman in the kitchen, holding a spoon with her left hand and upper rack of the dishwasher with her right hand."
2346,469,An adult lady wearing a tank top and a skirt is putting dishes in the dishwasher.
2347,469,Women wearing a white tank top and green pants loading dishes into a dishwasher.
2348,469,A woman is standing near a kitchen sink and loading a dishwasher.
2349,469,A woman in a white top standing next to a dishwasher and sink.
2350,470,A skateboarder attempts a trick on the side of a low wall.
2351,470,A boy is balancing his skateboard on a cement wall.
2352,470,A boy performs a skateboard trick in a parking lot.
2353,470,A boy does skateboard tricks on a railing.
2354,470,A boy grinds a ledge on his skateboard.
2355,471,"Looks like a man transporting a family, consisting of a mother, a father, and a son, to some destination"
2356,471,A dark-skinned man drags a cart with a couple and a child inside in the outskirts of a town.
2357,471,There is two people riding in a cart being pulled by a man outside on the road.
2358,471,A barefoot man is pulling two adults and a child in a red rickshaw.
2359,471,"A man, carrying three people in a carriage, on a road."
2360,472,A woman is standing in the middle of the sidewalk at night.
2361,472,A woman is standing on the sidewalk late in the evening.
2362,472,A Girl with blond-hair on a pathway looking at the sky.
2363,472,A girl walking down the sidewalk at night
2364,472,A woman standing outside at dawn.
2365,473,"At an outdoor market, a small group of people stoop to buy potatoes from a street vendor, who has his goods laid out on the ground."
2366,473,Three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat.
2367,473,Five people gather around a pile of potatoes and collect some to put into bags.
2368,473,Mexican villagers are buying potatoes at an outdoor market.
2369,473,A man sells potatoes to a group of people.
2370,474,Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.
2371,474,Several people standing at a stoplight waiting to cross the street.
2372,474,Pedestrians are waiting to cross the street at a crosswalk.
2373,474,People standing on a street corner in Asian City.
2374,474,A group of people waits at a crosswalk.
2375,475,Two men in plaid shirts and orange hard hats are standing on a hillside looking at a recently sawed down tree.
2376,475,Two men with orange safety hats are inspecting the stump of a recently cut down tree.
2377,475,Two men wearing orange hard hats in the woods looking at a cut down tree.
2378,475,Two men in a forest cutting down a tree.
2379,475,Two men a chopping lumber.
2380,476,"An older man with a long white beard, glasses and black fedora sits in front of a white door with a portrait painting of him smoking right by his side."
2381,476,"Rustic man with a long white beard, a dark hat and glasses poses in front of a portrait of himself smoking"
2382,476,"A man with a black hat, a pair of glasses, and a long white beard sits next to a painting of himself."
2383,476,An older man with a long beard sits next to a painting of himself.
2384,476,An old man is sitting next to a drawing of himself.
2385,477,A man in a yellow Hawaiian shirt is playing a guitar and singing with a guy in a black shirt.
2386,477,A man in a floral yellow shirt is playing the guitar with a Japanese man on stage.
2387,477,The man in the yellow shirt is singing and playing guitar.
2388,477,Two men playing guitars in a band on a stage.
2389,477,Two men in a band play at a venue.
2390,478,Costumed riders are riding saddled and bridled horses walking through tall green grasses.
2391,478,A line of men riding horseback through the grass are all wearing period uniforms.
2392,478,Men in fancy military uniforms are riding through a field on horseback.
2393,478,A group of men in uniform are riding horseback.
2394,478,A line of horse riders are riding in a field.
2395,479,"People in front of waterfront, 3 people are sitting down facing each other as a young boy runs and 2 people walk towards the water."
2396,479,A small group of three enjoy the view of the water as a small boy wanders off and two companions enjoy a walk along the shoreline.
2397,479,"Six people by body of water, all in jackets, three sitting on the dandelion-strewn ground."
2398,479,Three people are sitting on green grass and three people are walking beside a body of water.
2399,479,A group of people sitting by a lake.
2400,480,Several young Asian men are eating ice cream cones in the middle of a busy street while an older Asian man stands next to them.
2401,480,"A group of Asian men on a busy and congested pedestrian thoroughfare, eating ice cream cones."
2402,480,A group of Asian kids eating ice cream on the street.
2403,480,A couple of Asian people eating ice cream cones.
2404,480,Two men shopping in an Asian market.
2405,481,A black dog runs along the beach and jumps over a wood barrior.
2406,481,A dog jumping over a small wall at a beach near the water.
2407,481,A black dog is jumping over a log along a beach.
2408,481,An animal is running on the beach.
2409,481,A dog is running on the beach.
2410,482,"A surgeon peering over his patient, while the computer screen shows the outside waiting room and an image of the surgery room."
2411,482,Two men in surgeons' gowns are completing an operation in an OR.
2412,482,Two surgeons in blue with white masks and glasses perform surgery
2413,482,Two doctors in blue uniforms are in the process of surgery.
2414,482,Two doctor who are working on a patient.
2415,483,A man with a backpack was bicycling past the Chinese food market.
2416,483,A man rides his bicycle past the Chung May Food Market.
2417,483,A man rides his bike past the Chung May Food Market.
2418,483,A man is riding his bike past a grocery store.
2419,483,Man cycling past the Chung May Food Market.
2420,484,A woman in a maroon tennis outfit is on the tennis court and is bouncing the tennis ball on the court floor with her racket.
2421,484,A blond girl in a maroon tennis outfit is using a tennis racket to bounce a tennis ball.
2422,484,A girl in a red dress and white sneakers bouncing a tennis ball with a tennis racket.
2423,484,A female Texas A&amp;M tennis player dribbling the tennis ball.
2424,484,A woman in a red outfit playing tennis.
2425,485,Two men in chartreuse jackets and dungarees are working on the roof of a house.
2426,485,"Two men, both wearing bright yellow vests and jeans, are working on a roof."
2427,485,Two construction workers on top of a house building a roof.
2428,485,Two men working on a roof in yellow coats.
2429,485,Workers on a roof install new shingles.
2430,486,"An African-American man in a white carrying what appears to be metal art, walks along side a Caucasian woman wearing a white sweater."
2431,486,A black man in a green sweater holds a mini Eiffel Tower in one hand and something unknown in the other.
2432,486,A man carrying trinkets with the Eiffel tower in the background.
2433,486,A man and woman shop together downtown in a city.
2434,486,A couple on a walking tour.
2435,487,A girl wearing a helmet and sneakers swings on a zip-line next to a platform.
2436,487,A woman wearing a yellow helmet takes off on a rope course.
2437,487,A woman in a black shirt on a bungee cord.
2438,487,A woman hanging from a safety apparatus.
2439,487,A person playing on a rope swing.
2440,488,"Many shirtless men, wearing black hoods over their entire faces, walk barefooted in a long single file row."
2441,488,"Many men, with black bags over their head and no shoes are being lead to a specific destination."
2442,488,Barefoot men wearing black masks and no shirts are walking in a procession.
2443,488,"A group of men, blind folded, walking down the street."
2444,488,A long line of men veiled demonstrating something.
2445,489,A boy wearing a white t-shirt and a long-sleeve plaid shirt is smiling while swinging.
2446,489,A boy on a chained swing looks to the right and smiles.
2447,489,A child on a swing-type ride.
2448,489,A boy riding on a swing.
2449,489,A boy plays on a swing.
2450,490,A man wearing athletic biking clothing and a helmet is riding his bike down a ramp made of wooden boards.
2451,490,A biker wearing a white helmet and black clothes races down a wood bridge
2452,490,A man on a bicycle rides down the side of a wooden plank ramp
2453,490,Man is determined to bike his way to the finish!
2454,490,A muddy biker drops into a wooden ramp.
2455,491,A woman in black wedged sandals is wearing white pants and a sleeveless black shirt while standing in front of a building.
2456,491,Here is a young woman standing in the street in front of a department store.
2457,491,A woman standing outside on the street in front of the La Perla store.
2458,491,A woman standing in front of a store called La Perla.
2459,491,A blond woman smiles outside of Laperla.
2460,492,"A group of children and adults walk along a railroad track, flanked by two dogs."
2461,492,Large happy family walking down railroad tracks with two dogs in the winter.
2462,492,A group of young women and boys walk down railroad tracks in a wooded area.
2463,492,A group pf people and their pets walk down a train track
2464,492,This family is walking their dog.
2465,493,"One girl is playing a violin, while another girl is playing the piano, and older lady is in the background with her eyes closed."
2466,493,"Two females are playing instruments, one the piano and one the violin, indoors with another woman looking on."
2467,493,A young woman is playing the violin while another lady plays the piano.
2468,493,Several women are playing musical instruments at someone's home.
2469,493,Two people are playing music.
2470,494,A photo of a ride at an amusement park on an overcast day.
2471,494,People are in a ride that drops you from a great height.
2472,494,A person is laughing on a roller coaster ride.
2473,494,People on an amusement park ride.
2474,494,People on a ride at a fair.
2475,495,"Two children, a boy and a girl, sit on a swing overlooking trees."
2476,495,Two children are hugging while on a swing above a scenic view.
2477,495,A boy and girl child swing together on a swing set.
2478,495,A young girl and boy swing above some trees.
2479,495,Two children swinging on a bright day.
2480,496,"A family is taking ride in a old style horse-drawn wagon, driven by a man in a vest and derby hat, down a tree and shrubbery lined grassy path"
2481,496,A man driving a cart led by two horses and carrying several people past a wooded area.
2482,496,Tourists riding on a wagon with brown and white horses are sight seeing.
2483,496,A group of tourists taking a ride on a horse-drawn carriage.
2484,496,Two Clydesdales pull a large wagon with a family inside.
2485,497,A woman is working the spotlights to a play while other spectators watch the play in the background.
2486,497,A female camera operator is capturing some off-camera activity.
2487,497,Television cameras set up to record an even at a theater.
2488,497,A camera women filming an entertainment event.
2489,497,A woman operating a camera in a opera theater.
2490,498,"A group of strangely dressed people sit around a table on brightly colored red chairs on a public street, holding large red cards."
2491,498,Four people sit outdoors at a white square table as a man in a striped pink shirt stands and talks to them.
2492,498,Four people in period costumes sit outdoor at a table and curious onlookers stop to stare.
2493,498,Four people dressed in 1920's attire sit at a table.
2494,498,Costumed entertainers taking a break.
2495,499,A boy standing on a red mat with a person upside down in the background.
2496,499,A boy does a flip while another boy stands on the Matt.
2497,499,A young boy is standing near another doing a back flip.
2498,499,A child does a flip behind a small boy.
2499,499,Two kids playing on mats.
2500,500,"Elderly men in blue striped kimonos and blue sashes, the man on the right laughing, and the man on the left in sunglasses."
2501,500,An Oriental man and woman wearing blue and white kimonos are sitting together.
2502,500,Two men are conversing together dressed in traditional clothing.
2503,500,"Two, elderly gentlemen in kimonos are talking and laughing."
2504,500,Two old men smiling in robes.
2505,501,A man on a motorcycle in the woods wearing a black helmet.
2506,501,A distorted picture of a guy on a motorbike in a forest
2507,501,A mountain biker riding through a forest.
2508,501,A mountain biker in the forest.
2509,501,A guy on a bike in the forest.
2510,502,"Two street musicians, one wearing a mini leather cowboy hat, white t-shirt and black pants, holds a banjo while the other wears a orange shirt and black jeans leans against a fire hydrant."
2511,502,"Two men, one sitting with a guitar and one leaned against a silver fire hydrant with a didgeridoo look down the street in the same direction."
2512,502,A man sits with his guitar while a man in a peach shirt holds a walking stick.
2513,502,A man with his guitar plays on the street for tips.
2514,502,Street musicians working for money to survive.
2515,503,"A woman who is walking and wearing a bright pink coat and short, tight black dress."
2516,503,A woman wears a black dress and a pink coat and a white pendant on a long chain.
2517,503,A girl in pink coat and black dress is walking confidently.
2518,503,A woman wearing a vibrant pink overcoat and a black dress.
2519,503,Young women wearing a pink coat.
2520,504,Fisheye view of a man in Rollerblades grinding at the top of a ramp.
2521,504,A rollerblader is performing a trick on a ramp.
2522,504,A man on inline-skates at a skate park
2523,504,A young man does tricks on a ramp.
2524,504,A man rollerblading on a ramp
2525,505,"A tow-headed toddler in a brown shirt and black pants is walking down a stone path in the middle of an indoor greenhouse, surrounded on both sides by green leaves and flowers."
2526,505,A small girl walking through a greenhouse with a brick path.
2527,505,A little girl walks on a path of an indoor garden.
2528,505,A child is walking along a stone pathway.
2529,505,Young girl walking through a greenhouse
2530,506,A bald man in a gray button-up shirt and a black blazer is glancing down from his glasses while writing something in a book which appears to be a book signing as he has similar books stacked beside him.
2531,506,A balding man in a blue blazer marks in a book at a desk in front of a chalkboard.
2532,506,The author signs several copies of his novel.
2533,506,A man sitting at a desk writing in a book.
2534,506,A man reading and autographing a book.
2535,507,"Three young children, two girls and one boy, show exuberance later in the year as they jump in the dead leaves on the ground."
2536,507,"A boy and two girls, all wearing brown shirts and blue jeans, are jumping in the air."
2537,507,Three kids wearing brown shirts and jeans jumping outdoors with leaves on the ground.
2538,507,A boy stands as a girl on each side of him jumps during autumn in the wilderness.
2539,507,Three kids frolic through autumn leaves.
2540,508,A man rides his skateboard with his shadow falling on a wall covered in graffiti.
2541,508,A skateboarder is jumping through the air in front of a graffiti covered wall.
2542,508,A skateboarder performs tricks on a ramp in front of a wall with graffiti.
2543,508,A skateboarder performs a skateboard trick against a graffiti wall.
2544,508,A skateboarder grinding a lip.
2545,509,A young couple consults a book while sitting on a rock in the ruins of the Roman forum.
2546,509,A man and woman are at the ruins reading a guidebook.
2547,509,A man and a woman read books by stone structures.
2548,509,A couple is sitting among ruins and is studying.
2549,509,A man and women sitting on rocks study a book.
2550,510,"This girl is outside, kicking leaves, in a field where there are trees in the background."
2551,510,"A little girl, wearing a pink vest with matching pink shoes playing with falling leaves."
2552,510,A young girl in a pink jacket and pink converse kicks a pile of autumn leaves.
2553,510,A girl kicks up fallen autumn leaves.
2554,510,A girl in pink kicks up dead leaves.
2555,511,The man wearing a tan hat and white shirt holds his brown dog which is wearing an orange collar.
2556,511,A man in a white shirt is leaning over a brown dog in an orange collar.
2557,511,A man is crouching down holding on to his large brown dog.
2558,511,A man holds his brown dog back from jumping in the water.
2559,511,A man standing behind a black dog with a red collar
2560,512,"A blond girl wearing flannel and a brunette wearing a red shirt, both in jeans, are sitting in a tree with a crowd in the background."
2561,512,Two women sit in a tree to get a better view of the musicians on stage.
2562,512,Two young women are sitting in a tree.
2563,512,Two girls sitting in a tree at fair.
2564,512,Two woman are sitting in a tree.
2565,513,Five small dogs are pulling a cart which holds flowers and a small child while people walk beside and behind it.
2566,513,A child sits in a cart that is adorned with flowers; the cart is being pulled by six medium-small dogs.
2567,513,A small pack of dogs pull two children as four adults walk behind them.
2568,513,A boy in a flower carriage pulled by dogs.
2569,513,Child pulled in cart by small dogs.
2570,514,A group of African American children with their arms above their heads and happy expressions on their faces.
2571,514,A group of African-American children have their hands up in the air singing or shouting in a classroom.
2572,514,Many young dark complected children raising their arms in the air in excitement.
2573,514,The children are singing and holding their arms in the air.
2574,514,A group of kids in class with their hands in the air.
2575,515,A black female marathon runner wearing a red adidas shirt passes several onlookers.
2576,515,A woman wearing an Adidas tank top is running in front of a crowd.
2577,515,A female marathon runner inhales mid-stride.
2578,515,A black girl wearing Adidas is running.
2579,515,Marathon runner focused on the run.
2580,516,"A bedroom which contains a bed which has a striped bedspread and dust ruffle, is being vacuumed by a man wear navy shorts and t-shirt."
2581,516,A man in a black t-shirt and black shorts vacuums in a bedroom.
2582,516,A man is vacuuming a bedroom while barefoot.
2583,516,A man is vacuuming the carpet in a bedroom.
2584,516,A man vacuums a bedroom in his bare feet.
2585,517,A picture of a person performing a stunt on skies wearing a yellow and dark blue suit.
2586,517,A snow covered landscape with light fixtures and a red fence.
2587,517,A skier rotates through the evening mountain air.
2588,517,A skier wearing yellow and black is airborne.
2589,517,A man is flying through the air on skis.
2590,518,A woman wearing a blue and white dress washes a man's hair while he sits in a barber's chair.
2591,518,An Asian man is at a hair salon getting a shampoo from an Asian hair stylist.
2592,518,A man gets his hair washed by a woman in what seems to be a barber shop.
2593,518,A woman is shampooing and man's head in a hair salon.
2594,518,Asian man is at a salon getting his hair done.
2595,519,A man with a mohawk and a face pained white talks to a woman wearing a large pink hat.
2596,519,A man with a mohawk and makeup is talking to a girl dressed in a purple hat.
2597,519,A costume party where a weird zombie Mohawk guy finds a girl
2598,519,Man and women in a halloween costume having a conversation
2599,519,A man with tattoos at a costume party.
2600,520,A group of two women and two men dancing in the streets.
2601,520,Two couples are dancing in front of retail buildings.
2602,520,Two couples are dancing in an open-air retail area.
2603,520,Four individuals are dancing in an open street.
2604,520,Two couples are dancing outside.
2605,521,A man is repelling down the side of a mountain over the ocean.
2606,521,A person rappelling a cliff above a body of water.
2607,521,A man is repelling down a cliff next to a lake.
2608,521,A man is abseiling down a cliff over the ocean.
2609,521,A person is swinging by a cord over the ocean.
2610,522,Someone wearing a green and white suite is riding an orange motorcycle with the number 244 on the front and there is a structure in the background that has a red arrow on it.
2611,522,Even though completely on track the motorbike swerves to avoid construction derbis.
2612,522,A dirt biker is riding through some sand as spectators watch.
2613,522,A man in a green jumpsuit rides an orange dirt bike around.
2614,522,Dirt bike racing through building debris.
2615,523,A bald man is attempting to slam dunk a basketball in a game while people in the stands watch.
2616,523,A basketball player is jumping and about to dunk a ball in front of a crowd.
2617,523,A man reaches toward dunking a basketball while an audience watches.
2618,523,The tattooed basketball player is about to dunk the ball.
2619,523,A tattooed man dunks a basketball.
2620,524,A young boy is falls to the awkwardly to the ground with a surprised look on his face while a group of people watch from behind.
2621,524,People watching a young boy looking like he is falling onto his bottom on a tiled floor.
2622,524,"A young white boy is horizontal in the air, about to hit the floor."
2623,524,This is a young boy in midair.
2624,524,A young boy breakdancing.
2625,525,"Children are playing doctor on an older woman, one is wearing a toy stethoscope, the other a red mickey mouse shirt."
2626,525,A male and female toddler playing with plastic doctor toys and giving an adult a pretend examination.
2627,525,A boy with a toy stethoscope pretends to examine a woman while a little girl sits nearby.
2628,525,A young boy are girl are playing with toys next to a woman who is lying on the floor.
2629,525,"Two young children are playing with an adult woman, who is laying on the floor."
2630,526,"Three young men play a video game, arranged in a half circle around an older TV, with two orange traffic cones on the carpet in the background."
2631,526,"Two boys, one in a white and the other in a brown shirt, play a video game while a third looks at a bag."
2632,526,Two friends are playing a video game while a third looks on.
2633,526,Three young men are sitting around a TV playing video games.
2634,526,Three young men are playing a video game on a small tv.
2635,527,Two white men drinking beer out of Guinness glasses.
2636,527,Two men drink beer out of tall drinking glasses.
2637,527,Two guys are drinking beer out of glasses.
2638,527,Two men enjoying a beer together.
2639,527,Two men drinking beer in a bar.
2640,528,A shirtless man is holding a welding mask and standing next to a large green metal box.
2641,528,A man with black hair and gray pants is standing holding a helmet and looks very dirty.
2642,528,A man with no shirt is wearing gloves and holding a mask.
2643,528,The shirtless wielder putting on his mask.
2644,528,A shirtless man is holding a face mask.
2645,529,"A man in a blue shirt with a name tag around his neck is standing next to a bar, while a man stands next to him in a tan shirt is on his cellphone."
2646,529,"A man named Luke, wearing a light blue shirt and a name tag is photographed from overhead as he stands leaning against the bar."
2647,529,The man in the blue shirt standing by the bar is wearing a name tag.
2648,529,A man in blue shirt talking with his friends in a bar.
2649,529,A man in blue shirt is staring on something.
2650,530,A dog playing with a golf ball in front of a small wooden fence on the beach.
2651,530,A white dog with black spots looks at a golf ball in the sand.
2652,530,A black and white dog is playing with a golf ball in the sand.
2653,530,The dog eyes the ball before retrieving it.
